departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Fuzhou,120.105,26.558,China,Taipei,121.388,25.129,Taiwan,4,204
Dalian,121.897,39.609,China,Taipei,121.388,25.129,Taiwan,4,1610
ValenciaS,-0.137,39.815,Spain,Rome,12.417,42.34,Italy,4,1087
Berlin,13.479,52.932,Germany,Amsterdam,5.273,52.514,Netherlands,4,554
Torino,8.082,45.334,Italy,Moscow,38.51,55.681,Russia,4,2412
Moscow,38.51,55.681,Russia,Torino,8.082,45.334,Italy,4,2412
Prague,14.433,50.168,Czech Republic,Rome,12.417,42.34,Italy,4,884
Porto,-8.469,41.413,Portugal,Milano,9.213,46.051,Italy,4,1507
Milano,9.213,46.051,Italy,Porto,-8.469,41.413,Portugal,4,1507
Lagos,3.535,6.962,Nigeria,Accra,0.388,6.008,Ghana,4,363
Istanbul,29.357,41.628,Turkey,Rome,12.417,42.34,Italy,4,1400
Bishkek,74.795,43.102,Kyrgyzstan,Moscow,38.51,55.681,Russia,4,2928
Frankfurt,8.905,50.044,Germany,Abu Dhabi,55.085,24.721,United Arab Emirates,4,4845
Rome,12.417,42.34,Italy,ValenciaS,-0.137,39.815,Spain,4,1087
Rome,12.417,42.34,Italy,Prague,14.433,50.168,Czech Republic,4,884
Rome,12.417,42.34,Italy,Istanbul,29.357,41.628,Turkey,4,1400
Rome,12.417,42.34,Italy,BarcelonaS,2.13,41.495,Spain,4,855
Dubai,55.607,25.421,United Arab Emirates,Amsterdam,5.273,52.514,Netherlands,4,5143
Copenhagen,13.093,56.029,Denmark,Amsterdam,5.273,52.514,Netherlands,4,640
Bangkok,101.245,14.135,Thailand,Abu Dhabi,55.085,24.721,United Arab Emirates,4,4957
BarcelonaS,2.13,41.495,Spain,Rome,12.417,42.34,Italy,4,855
Abu Dhabi,55.085,24.721,United Arab Emirates,Johannesburg,28.41,-25.566,South Africa,4,6284
Abu Dhabi,55.085,24.721,United Arab Emirates,Frankfurt,8.905,50.044,Germany,4,4845
Abu Dhabi,55.085,24.721,United Arab Emirates,Bangkok,101.245,14.135,Thailand,4,4957
Amsterdam,5.273,52.514,Netherlands,Berlin,13.479,52.932,Germany,4,554
Amsterdam,5.273,52.514,Netherlands,Copenhagen,13.093,56.029,Denmark,4,640
Oslo,11.167,60.323,Norway,Helsinki,25.605,60.528,Finland,4,791
Helsinki,25.605,60.528,Finland,Oslo,11.167,60.323,Norway,4,791
Helsinki,25.605,60.528,Finland,Brussels,4.807,51.502,Belgium,4,1624
Brussels,4.807,51.502,Belgium,Helsinki,25.605,60.528,Finland,4,1624
San Salvador,-88.427,13.734,El Salvador,Managua,-85.614,12.235,Nicaragua,4,347
Brazzaville,15.421,-3.753,Congo (Kinshasa),Pointe-noire,12.477,-4.694,Congo (Brazzaville),4,342
San Jose Del Cabo,-109.536,23.253,Mexico,San Francisco,-121.959,38.031,United States,4,2023
San Francisco,-121.959,38.031,United States,San Jose Del Cabo,-109.536,23.253,Mexico,4,2023
San Francisco,-121.959,38.031,United States,Auckland,175.319,-36.347,New Zealand,4,10481
Lima,-76.524,-11.37,Peru,Buenos Aires,-58.227,-34.704,Argentina,4,3187
Buenos Aires,-58.227,-34.704,Argentina,Lima,-76.524,-11.37,Peru,4,3187
Asuncion,-57.199,-24.734,Paraguay,Buenos Aires,-58.227,-34.704,Argentina,4,1113
Buenos Aires,-58.227,-34.704,Argentina,Asuncion,-57.199,-24.734,Paraguay,4,1113
Prague,14.433,50.168,Czech Republic,Milano,9.213,46.051,Italy,4,599
Milano,9.213,46.051,Italy,Prague,14.433,50.168,Czech Republic,4,599
Panama City,-78.973,9.118,Panama,Managua,-85.614,12.235,Nicaragua,4,804
Mexico City,-98.454,19.727,Mexico,Madrid,-3.278,40.822,Spain,4,9007
Mexico City,-98.454,19.727,Mexico,Lima,-76.524,-11.37,Peru,4,4209
Mexico City,-98.454,19.727,Mexico,Houston,-94.903,30.64,United States,4,1264
Madrid,-3.278,40.822,Spain,Mexico City,-98.454,19.727,Mexico,4,9007
Lima,-76.524,-11.37,Peru,Mexico City,-98.454,19.727,Mexico,4,4209
Los Angeles,-118.014,34.57,United States,Del Bajio,-101.135,21.655,Mexico,4,2185
Houston,-94.903,30.64,United States,Mexico City,-98.454,19.727,Mexico,4,1264
Cancun,-86.796,21.06,Mexico,Boston,-70.342,42.607,United States,4,2844
Cancun,-86.796,21.06,Mexico,Atlanta,-84.047,34.061,United States,4,1470
Boston,-70.342,42.607,United States,Cancun,-86.796,21.06,Mexico,4,2844
Del Bajio,-101.135,21.655,Mexico,Los Angeles,-118.014,34.57,United States,4,2185
Atlanta,-84.047,34.061,United States,Cancun,-86.796,21.06,Mexico,4,1470
Singapore,104.657,1.583,Singapore,Pulau,100.214,6.549,Malaysia,4,740
Singapore,104.657,1.583,Singapore,Kota Kinabalu,116.085,6.562,Malaysia,4,1382
Pulau,100.214,6.549,Malaysia,Singapore,104.657,1.583,Singapore,4,740
Kuala Lumpur,102.183,3.242,Malaysia,Phuket,98.528,8.188,Thailand,4,682
Phuket,98.528,8.188,Thailand,Kuala Lumpur,102.183,3.242,Malaysia,4,682
Hong Kong,114.524,22.514,Hong Kong,Kota Kinabalu,116.085,6.562,Malaysia,4,1781
Kota Kinabalu,116.085,6.562,Malaysia,Singapore,104.657,1.583,Singapore,4,1382
Kota Kinabalu,116.085,6.562,Malaysia,Hong Kong,114.524,22.514,Hong Kong,4,1781
Oran,-0.369,36.039,Algeria,Paris,2.916,49.021,France,4,1468
Paris,2.916,49.021,France,Oran,-0.369,36.039,Algeria,4,1468
ValenciaS,-0.137,39.815,Spain,Paris,2.916,49.021,France,4,1051
Venice,12.586,45.842,Italy,Paris,2.916,49.021,France,4,807
Pointe-a-pitre,-61.22,16.442,Guadeloupe,Paris,2.916,49.021,France,4,6759
Prague,14.433,50.168,Czech Republic,Paris,2.916,49.021,France,4,838
Phnom-penh,105.406,11.91,Cambodia,Bangkok,101.245,14.135,Thailand,4,514
Bucharest,26.17,44.953,Romania,London,-0.103,51.795,United Kingdom,4,2070
Oslo,11.167,60.323,Norway,Paris,2.916,49.021,France,4,1361
Paris,2.916,49.021,France,Alicante,-0.264,38.47,Spain,4,1200
NewcastleU,-1.487,55.062,United Kingdom,Paris,2.916,49.021,France,4,735
Nice,7.359,44.097,France,Rome,12.417,42.34,Italy,4,453
Nairobi,37.545,-0.866,Kenya,Kigali,30.232,-1.948,Rwanda,4,821
Lyon,5.151,46.21,France,Brussels,4.807,51.502,Belgium,4,588
Lusaka,28.754,-14.885,Zambia,Lilongwe,34.301,-13.649,Malawi,4,613
Lilongwe,34.301,-13.649,Malawi,Lusaka,28.754,-14.885,Zambia,4,613
Milan,9.461,45.741,Italy,Frankfurt,8.905,50.044,Germany,4,480
Milan,9.461,45.741,Italy,Brussels,4.807,51.502,Belgium,4,725
London,-0.103,51.795,United Kingdom,Bucharest,26.17,44.953,Romania,4,2070
London,-0.103,51.795,United Kingdom,Firenze,11.341,44.349,Italy,4,1184
Los Angeles,-118.014,34.57,United States,Paris,2.916,49.021,France,4,9043
Djibouti,43.265,11.912,Djibouti,Addis Ababa,39.332,9.629,Ethiopia,4,498
New York,-73.632,41.066,United States,Dublin,-5.784,53.702,Ireland,4,5087
Frankfurt,8.905,50.044,Germany,Milan,9.461,45.741,Italy,4,480
Frankfurt,8.905,50.044,Germany,Rome,12.417,42.34,Italy,4,898
Firenze,11.341,44.349,Italy,London,-0.103,51.795,United Kingdom,4,1184
Fort-de-france,-60.339,14.985,Martinique,Paris,2.916,49.021,France,4,6815
Rome,12.417,42.34,Italy,Nice,7.359,44.097,France,4,453
Rome,12.417,42.34,Italy,Frankfurt,8.905,50.044,Germany,4,898
Dzaoudzi,45.468,-12.675,Mayotte,Moroni,43.453,-11.223,Comoros,4,272
Duesseldorf,7.277,51.482,Germany,Paris,2.916,49.021,France,4,413
Dublin,-5.784,53.702,Ireland,New York,-73.632,41.066,United States,4,5087
Paris,2.916,49.021,France,ValenciaS,-0.137,39.815,Spain,4,1051
Paris,2.916,49.021,France,Venice,12.586,45.842,Italy,4,807
Paris,2.916,49.021,France,Philipsburg,-62.515,18.068,Netherlands Antilles,4,6720
Paris,2.916,49.021,France,Pointe-a-pitre,-61.22,16.442,Guadeloupe,4,6759
Paris,2.916,49.021,France,Prague,14.433,50.168,Czech Republic,4,838
Paris,2.916,49.021,France,Oslo,11.167,60.323,Norway,4,1361
Paris,2.916,49.021,France,NewcastleU,-1.487,55.062,United Kingdom,4,735
Paris,2.916,49.021,France,Los Angeles,-118.014,34.57,United States,4,9043
Paris,2.916,49.021,France,Fort-de-france,-60.339,14.985,Martinique,4,6815
Paris,2.916,49.021,France,Edinburgh,-2.955,56.583,United Kingdom,4,928
Paris,2.916,49.021,France,Duesseldorf,7.277,51.482,Germany,4,413
Paris,2.916,49.021,France,Algier,3.359,37.151,Algeria,4,1320
Brussels,4.807,51.502,Belgium,Lyon,5.151,46.21,France,4,588
Brussels,4.807,51.502,Belgium,Milan,9.461,45.741,Italy,4,725
Bordeaux,-0.526,45.38,France,BarcelonaS,2.13,41.495,Spain,4,482
Bangkok,101.245,14.135,Thailand,Phnom-penh,105.406,11.91,Cambodia,4,514
BarcelonaS,2.13,41.495,Spain,Bordeaux,-0.526,45.38,France,4,482
Amsterdam,5.273,52.514,Netherlands,Abu Dhabi,55.085,24.721,United Arab Emirates,4,5168
Algier,3.359,37.151,Algeria,Paris,2.916,49.021,France,4,1320
Alicante,-0.264,38.47,Spain,Paris,2.916,49.021,France,4,1200
Xiamen,118.212,24.906,China,Taipei,121.388,25.129,Taiwan,4,320
Taipei,121.388,25.129,Taiwan,Xiamen,118.212,24.906,China,4,320
Taipei,121.388,25.129,Taiwan,Shenyang,123.483,41.637,China,4,1845
Taipei,121.388,25.129,Taiwan,Nanjing,119.436,32.236,China,4,812
Taipei,121.388,25.129,Taiwan,Changcha,113.366,28.315,China,4,871
Shenyang,123.483,41.637,China,Taipei,121.388,25.129,Taiwan,4,1845
Nanjing,119.436,32.236,China,Taipei,121.388,25.129,Taiwan,4,812
Changcha,113.366,28.315,China,Taipei,121.388,25.129,Taiwan,4,871
Toronto,-79.385,44.128,Canada,Orlando,-80.849,28.715,United States,4,1718
Toronto,-79.385,44.128,Canada,Newark,-73.615,41.154,United States,4,576
Toronto,-79.385,44.128,Canada,Detroit,-82.923,42.354,United States,4,347
Toronto,-79.385,44.128,Canada,Boston,-70.342,42.607,United States,4,749
Toronto,-79.385,44.128,Canada,Atlanta,-84.047,34.061,United States,4,1188
Vancouver,-122.641,49.323,Canada,Portland,-122.33,45.981,United States,4,372
Vancouver,-122.641,49.323,Canada,Las Vegas,-114.588,36.133,United States,4,1605
Vancouver,-122.641,49.323,Canada,Honolulu,-157.871,21.531,United States,4,4372
Vancouver,-122.641,49.323,Canada,Newark,-73.615,41.154,United States,4,3872
Halifax,-63.182,45.468,Canada,London,-0.103,51.795,United Kingdom,4,4541
Edmonton,-113.3,53.516,Canada,London,-0.103,51.795,United Kingdom,4,6767
Riyadh,47.164,25.596,Saudi Arabia,London,-0.103,51.795,United Kingdom,4,4904
Portland,-122.33,45.981,United States,Vancouver,-122.641,49.323,Canada,4,372
Orlando,-80.849,28.715,United States,Toronto,-79.385,44.128,Canada,4,1718
London,-0.103,51.795,United Kingdom,Halifax,-63.182,45.468,Canada,4,4541
London,-0.103,51.795,United Kingdom,Edmonton,-113.3,53.516,Canada,4,6767
London,-0.103,51.795,United Kingdom,Riyadh,47.164,25.596,Saudi Arabia,4,4904
Las Vegas,-114.588,36.133,United States,Vancouver,-122.641,49.323,Canada,4,1605
Honolulu,-157.871,21.531,United States,Vancouver,-122.641,49.323,Canada,4,4372
Newark,-73.615,41.154,United States,Toronto,-79.385,44.128,Canada,4,576
Newark,-73.615,41.154,United States,Vancouver,-122.641,49.323,Canada,4,3872
Boston,-70.342,42.607,United States,Toronto,-79.385,44.128,Canada,4,749
Atlanta,-84.047,34.061,United States,Toronto,-79.385,44.128,Canada,4,1188
Zurich,8.915,47.774,Switzerland,Vienna,16.949,48.183,Austria,4,599
Zurich,8.915,47.774,Switzerland,Madrid,-3.278,40.822,Spain,4,1238
Vienna,16.949,48.183,Austria,Berlin,13.479,52.932,Germany,4,582
Vienna,16.949,48.183,Austria,Sofia,23.676,43.158,Bulgaria,4,764
Vienna,16.949,48.183,Austria,Bucharest,26.17,44.953,Romania,4,790
Vienna,16.949,48.183,Austria,Milano,9.213,46.051,Italy,4,631
Vienna,16.949,48.183,Austria,Rome,12.417,42.34,Italy,4,739
Vienna,16.949,48.183,Austria,Paris,2.916,49.021,France,4,1034
Berlin,13.479,52.932,Germany,Vienna,16.949,48.183,Austria,4,582
Berlin,13.479,52.932,Germany,Tenerife,-16.288,28.074,Spain,4,3686
Berlin,13.479,52.932,Germany,Madrid,-3.278,40.822,Spain,4,1844
Tel-aviv,35.477,32.018,Israel,Munich,12.31,48.589,Germany,4,2673
Tenerife,-16.288,28.074,Spain,Berlin,13.479,52.932,Germany,4,3686
Berlin,13.479,52.932,Germany,Istanbul,29.357,41.628,Turkey,4,1728
Stuttgart,9.369,49.149,Germany,Istanbul,29.357,41.628,Turkey,4,1763
Sofia,23.676,43.158,Bulgaria,Vienna,16.949,48.183,Austria,4,764
Istanbul,29.357,41.628,Turkey,Berlin,13.479,52.932,Germany,4,1728
Istanbul,29.357,41.628,Turkey,Stuttgart,9.369,49.149,Germany,4,1763
Istanbul,29.357,41.628,Turkey,Cologne,7.237,51.443,Germany,4,2001
Palma de Mallorca,3.212,39.922,Spain,Frankfurt,8.905,50.044,Germany,4,1210
Bucharest,26.17,44.953,Romania,Vienna,16.949,48.183,Austria,4,790
Milano,9.213,46.051,Italy,Vienna,16.949,48.183,Austria,4,631
Munich,12.31,48.589,Germany,Tel-aviv,35.477,32.018,Israel,4,2673
Munich,12.31,48.589,Germany,Madrid,-3.278,40.822,Spain,4,1499
Munich,12.31,48.589,Germany,Catania,15.11,37.777,Italy,4,1223
Madrid,-3.278,40.822,Spain,Zurich,8.915,47.774,Switzerland,4,1238
Madrid,-3.278,40.822,Spain,Berlin,13.479,52.932,Germany,4,1844
Madrid,-3.278,40.822,Spain,Munich,12.31,48.589,Germany,4,1499
Geneva,6.181,46.396,Switzerland,Madrid,-3.278,40.822,Spain,4,980
Frankfurt,8.905,50.044,Germany,Palma de Mallorca,3.212,39.922,Spain,4,1210
Frankfurt,8.905,50.044,Germany,Budapest,19.425,47.728,Hungary,4,810
Rome,12.417,42.34,Italy,Vienna,16.949,48.183,Austria,4,739
Rome,12.417,42.34,Italy,Duesseldorf,7.277,51.482,Germany,4,1088
Duesseldorf,7.277,51.482,Germany,Rome,12.417,42.34,Italy,4,1088
Catania,15.11,37.777,Italy,Munich,12.31,48.589,Germany,4,1223
Cologne,7.237,51.443,Germany,Istanbul,29.357,41.628,Turkey,4,2001
Paris,2.916,49.021,France,Vienna,16.949,48.183,Austria,4,1034
Budapest,19.425,47.728,Hungary,Frankfurt,8.905,50.044,Germany,4,810
Toronto,-79.385,44.128,Canada,Miami,-79.818,26.322,United States,4,1980
Toronto,-79.385,44.128,Canada,Los Angeles,-118.014,34.57,United States,4,3451
Toronto,-79.385,44.128,Canada,Dallas-fort Worth,-96.397,33.494,United States,4,1883
Vancouver,-122.641,49.323,Canada,Tokyo,140.643,36.274,Japan,4,7474
Vancouver,-122.641,49.323,Canada,Hong Kong,114.524,22.514,Hong Kong,4,10237
Montreal,-73.569,45.784,Canada,Detroit,-82.923,42.354,United States,4,838
Taipei,121.388,25.129,Taiwan,Seattle,-121.849,47.748,United States,4,9751
San Juan,-65.337,18.732,Puerto Rico,Chicago,-87.842,42.631,United States,4,3396
San Juan,-65.337,18.732,Puerto Rico,New York,-73.632,41.066,United States,4,2605
San JoseC,-83.682,10.656,Costa Rica,Miami,-79.818,26.322,United States,4,1788
San Jose Del Cabo,-109.536,23.253,Mexico,Los Angeles,-118.014,34.57,United States,4,1503
Seattle,-121.849,47.748,United States,Taipei,121.388,25.129,Taiwan,4,9751
San Pedro Sula,-87.873,15.754,Honduras,Miami,-79.818,26.322,United States,4,1441
San Salvador,-88.427,13.734,El Salvador,Miami,-79.818,26.322,United States,4,1662
San Salvador,-88.427,13.734,El Salvador,Dallas-fort Worth,-96.397,33.494,United States,4,2340
Puerto Vallarta,-104.757,21.133,Mexico,Chicago,-87.842,42.631,United States,4,2862
Panama City,-78.973,9.118,Panama,Miami,-79.818,26.322,United States,4,1915
Philadelphia,-74.736,40.453,United States,London,-0.103,51.795,United Kingdom,4,5627
Peshawar,71.857,34.656,Pakistan,Abu Dhabi,55.085,24.721,United Arab Emirates,4,1956
Chicago,-87.842,42.631,United States,San Juan,-65.337,18.732,Puerto Rico,4,3396
Chicago,-87.842,42.631,United States,Puerto Vallarta,-104.757,21.133,Mexico,4,2862
Chicago,-87.842,42.631,United States,Montego Bay,-77.856,18.839,Jamaica,4,2807
Chicago,-87.842,42.631,United States,Cancun,-86.796,21.06,Mexico,4,2400
Tokyo,140.643,36.274,Japan,Vancouver,-122.641,49.323,Canada,4,7474
Nandi,177.738,-17.593,Fiji,Los Angeles,-118.014,34.57,United States,4,8922
Miami,-79.818,26.322,United States,Toronto,-79.385,44.128,Canada,4,1980
Miami,-79.818,26.322,United States,San JoseC,-83.682,10.656,Costa Rica,4,1788
Miami,-79.818,26.322,United States,San Pedro Sula,-87.873,15.754,Honduras,4,1441
Miami,-79.818,26.322,United States,San Salvador,-88.427,13.734,El Salvador,4,1662
Miami,-79.818,26.322,United States,Panama City,-78.973,9.118,Panama,4,1915
Miami,-79.818,26.322,United States,Managua,-85.614,12.235,Nicaragua,4,1679
Miami,-79.818,26.322,United States,Sao Paulo,-46.116,-23.054,Brazil,4,6579
Miami,-79.818,26.322,United States,Rio De Janeiro,-42.74,-22.682,Brazil,4,6753
Miami,-79.818,26.322,United States,Duesseldorf,7.277,51.482,Germany,4,7557
Managua,-85.614,12.235,Nicaragua,Miami,-79.818,26.322,United States,4,1679
Melbourne,145.405,-37.456,Australia,Los Angeles,-118.014,34.57,United States,4,12768
Manchester,-1.792,53.589,United Kingdom,New York,-73.632,41.066,United States,4,5345
Madrid,-3.278,40.822,Spain,Budapest,19.425,47.728,Hungary,4,1954
London,-0.103,51.795,United Kingdom,Philadelphia,-74.736,40.453,United States,4,5627
Los Angeles,-118.014,34.57,United States,Toronto,-79.385,44.128,Canada,4,3451
Los Angeles,-118.014,34.57,United States,San Jose Del Cabo,-109.536,23.253,Mexico,4,1503
Los Angeles,-118.014,34.57,United States,Nandi,177.738,-17.593,Fiji,4,8922
Los Angeles,-118.014,34.57,United States,Melbourne,145.405,-37.456,Australia,4,12768
Los Angeles,-118.014,34.57,United States,Brisbane,153.195,-26.974,Australia,4,11564
Osaka,135.406,34.724,Japan,Honolulu,-157.871,21.531,United States,4,6589
New York,-73.632,41.066,United States,Rio De Janeiro,-42.74,-22.682,Brazil,4,7772
Honolulu,-157.871,21.531,United States,Osaka,135.406,34.724,Japan,4,6589
Hong Kong,114.524,22.514,Hong Kong,Vancouver,-122.641,49.323,Canada,4,10237
Sao Paulo,-46.116,-23.054,Brazil,Miami,-79.818,26.322,United States,4,6579
Rio De Janeiro,-42.74,-22.682,Brazil,Miami,-79.818,26.322,United States,4,6753
Rio De Janeiro,-42.74,-22.682,Brazil,New York,-73.632,41.066,United States,4,7772
Duesseldorf,7.277,51.482,Germany,Miami,-79.818,26.322,United States,4,7557
Detroit,-82.923,42.354,United States,Montreal,-73.569,45.784,Canada,4,838
Dallas-fort Worth,-96.397,33.494,United States,Toronto,-79.385,44.128,Canada,4,1883
Dallas-fort Worth,-96.397,33.494,United States,San Salvador,-88.427,13.734,El Salvador,4,2340
Cancun,-86.796,21.06,Mexico,Chicago,-87.842,42.631,United States,4,2400
Brisbane,153.195,-26.974,Australia,Los Angeles,-118.014,34.57,United States,4,11564
Abu Dhabi,55.085,24.721,United Arab Emirates,Peshawar,71.857,34.656,Pakistan,4,1956
Tirana,20.2,41.691,Albania,Athens,24.574,38.56,Greece,4,509
Istanbul,29.357,41.628,Turkey,Athens,24.574,38.56,Greece,4,530
Rome,12.417,42.34,Italy,Athens,24.574,38.56,Greece,4,1109
Paris,2.916,49.021,France,Athens,24.574,38.56,Greece,4,2080
BarcelonaS,2.13,41.495,Spain,Athens,24.574,38.56,Greece,4,1933
Athens,24.574,38.56,Greece,Tirana,20.2,41.691,Albania,4,509
Athens,24.574,38.56,Greece,Istanbul,29.357,41.628,Turkey,4,530
Athens,24.574,38.56,Greece,Rome,12.417,42.34,Italy,4,1109
Athens,24.574,38.56,Greece,Paris,2.916,49.021,France,4,2080
Athens,24.574,38.56,Greece,BarcelonaS,2.13,41.495,Spain,4,1933
Hyderabad,78.779,17.755,India,Dubai,55.607,25.421,United Arab Emirates,4,2538
Hong Kong,114.524,22.514,Hong Kong,Delhi,77.171,28.944,India,4,3793
Newark,-73.615,41.154,United States,Brussels,4.807,51.502,Belgium,4,5834
Dubai,55.607,25.421,United Arab Emirates,Hyderabad,78.779,17.755,India,4,2538
Delhi,77.171,28.944,India,Hong Kong,114.524,22.514,Hong Kong,4,3793
Calcutta,88.744,23.091,India,Bangkok,101.245,14.135,Thailand,4,1649
Brussels,4.807,51.502,Belgium,Newark,-73.615,41.154,United States,4,5834
Bangkok,101.245,14.135,Thailand,Calcutta,88.744,23.091,India,4,1649
Miami,-79.818,26.322,United States,BarcelonaV,-64.482,10.178,Venezuela,4,2412
BarcelonaV,-64.482,10.178,Venezuela,Miami,-79.818,26.322,United States,4,2412
Larnaca,34.041,35.458,Cyprus,Athens,24.574,38.56,Greece,4,908
Frankfurt,8.905,50.044,Germany,Paris,2.916,49.021,France,4,446
St. Croix Island,-64.665,18.169,Virgin Islands,San Juan,-65.337,18.732,Puerto Rico,4,94
San Juan,-65.337,18.732,Puerto Rico,St. Croix Island,-64.665,18.169,Virgin Islands,4,94
Roadtown/beef Island,-64.239,18.741,British Virgin Islands,San Juan,-65.337,18.732,Puerto Rico,4,115
Istanbul,29.357,41.628,Turkey,Nicosia,33.826,35.257,Cyprus,4,808
Nicosia,33.826,35.257,Cyprus,Istanbul,29.357,41.628,Turkey,4,808
Yangon,96.222,17.512,Burma,Bangkok,101.245,14.135,Thailand,4,655
Bangkok,101.245,14.135,Thailand,Yangon,96.222,17.512,Burma,4,655
Marrakech,-7.394,32.011,Morocco,Paris,2.916,49.021,France,4,2078
Paris,2.916,49.021,France,Marrakech,-7.394,32.011,Morocco,4,2078
Paris,2.916,49.021,France,Casablanca,-7.317,33.612,Morocco,4,1910
Paris,2.916,49.021,France,Agadir,-9.244,30.635,Morocco,4,2286
Casablanca,-7.317,33.612,Morocco,Paris,2.916,49.021,France,4,1910
Agadir,-9.244,30.635,Morocco,Paris,2.916,49.021,France,4,2286
Seoul,126.75,37.781,South Korea,Phuket,98.528,8.188,Thailand,4,4342
Phuket,98.528,8.188,Thailand,Seoul,126.75,37.781,South Korea,4,4342
St. Petersburg,30.437,60.333,Russia,Kiev,31.491,50.575,Ukraine,4,1087
Kiev,31.491,50.575,Ukraine,St. Petersburg,30.437,60.333,Russia,4,1087
Busan,129.563,35.299,South Korea,Bangkok,101.245,14.135,Thailand,4,3679
Bangkok,101.245,14.135,Thailand,Busan,129.563,35.299,South Korea,4,3679
Tel-aviv,35.477,32.018,Israel,Moscow,38.51,55.681,Russia,4,2641
Moscow,38.51,55.681,Russia,Tel-aviv,35.477,32.018,Israel,4,2641
Singapore,104.657,1.583,Singapore,Delhi,77.171,28.944,India,4,4211
Muscat,58.474,23.988,Oman,Bombay,73.446,19.147,India,4,1637
Delhi,77.171,28.944,India,Singapore,104.657,1.583,Singapore,4,4211
Bombay,73.446,19.147,India,Muscat,58.474,23.988,Oman,4,1637
Taipei,121.388,25.129,Taiwan,Manila,121.032,14.847,Philippines,4,1143
Busan,129.563,35.299,South Korea,Cebu,124.632,10.512,Philippines,4,2800
Manila,121.032,14.847,Philippines,Taipei,121.388,25.129,Taiwan,4,1143
Manila,121.032,14.847,Philippines,Hong Kong,114.524,22.514,Hong Kong,4,1093
Manila,121.032,14.847,Philippines,Bangkok,101.245,14.135,Thailand,4,2131
Hong Kong,114.524,22.514,Hong Kong,Manila,121.032,14.847,Philippines,4,1093
Cebu,124.632,10.512,Philippines,Busan,129.563,35.299,South Korea,4,2800
Bangkok,101.245,14.135,Thailand,Manila,121.032,14.847,Philippines,4,2131
Zanzibar,39.374,-5.704,Tanzania,Mombasa,39.99,-3.392,Kenya,4,265
Nairobi,37.545,-0.866,Kenya,Entebbe,32.739,0.07,Uganda,4,544
Mombasa,39.99,-3.392,Kenya,Zanzibar,39.374,-5.704,Tanzania,4,265
Managua,-85.614,12.235,Nicaragua,San JoseC,-83.682,10.656,Costa Rica,4,274
Tenerife,-16.288,28.074,Spain,Cologne,7.237,51.443,Germany,4,3255
Stuttgart,9.369,49.149,Germany,Thessaloniki,23.618,40.866,Greece,4,1446
London,-0.103,51.795,United Kingdom,Cologne,7.237,51.443,Germany,4,508
Thessaloniki,23.618,40.866,Greece,Stuttgart,9.369,49.149,Germany,4,1446
Pristina,21.059,42.954,Serbia,Frankfurt,8.905,50.044,Germany,4,1216
