departure city,arrival city,number of routes,distance
Toronto,Brussels,2,5986
Trivandrum,Muscat,2,2636
Trivandrum,Abu Dhabi,2,2965
Nairobi,Bombay,2,4505
Milano,Delhi,2,6094
Muscat,Trivandrum,2,2636
Muscat,Kochi,2,2456
Madras,Brussels,2,7822
Madras,Abu Dhabi,2,2912
Kuwait,Bombay,2,2754
Kuala Lumpur,Hyderabad,2,3018
Hyderabad,Kuala Lumpur,2,3018
Hyderabad,Abu Dhabi,2,2570
Doha,Delhi,2,2520
Doha,Kochi,2,3102
Doha,Bombay,2,2316
Dammam,Trivandrum,2,3491
Delhi,Milano,2,6094
Delhi,Doha,2,2520
Delhi,Dhaka,2,1431
Dhaka,Delhi,2,1431
Kochi,Muscat,2,2456
Kochi,Doha,2,3102
Kochi,Abu Dhabi,2,2788
Calicut,Abu Dhabi,2,2718
Brussels,Madras,2,7822
Brussels,Delhi,2,6344
Brussels,Bombay,2,6883
Bombay,Tokyo,2,6750
Bombay,Nairobi,2,4505
Bombay,Kuwait,2,2754
Bombay,Doha,2,2316
Bombay,Brussels,2,6883
Abu Dhabi,Trivandrum,2,2965
Abu Dhabi,Madras,2,2912
Abu Dhabi,Hyderabad,2,2570
Abu Dhabi,Kochi,2,2788
Abu Dhabi,Calicut,2,2718
Villafranca,Kichinau Fir/acc/com,2,1393
Vienna,Kichinau Fir/acc/com,2,941
Bucharest,Kichinau Fir/acc/com,2,388
Milano,Kichinau Fir/acc/com,2,1552
St. Petersburg,Kichinau Fir/acc/com,2,1423
Kichinau Fir/acc/com,Villafranca,2,1393
Kichinau Fir/acc/com,Vienna,2,941
Kichinau Fir/acc/com,Bucharest,2,388
Kichinau Fir/acc/com,Milano,2,1552
Kichinau Fir/acc/com,St. Petersburg,2,1423
Kichinau Fir/acc/com,Kiev,2,365
Kichinau Fir/acc/com,Rome,2,1463
Kichinau Fir/acc/com,Moscow,2,1093
Kiev,Kichinau Fir/acc/com,2,365
Rome,Kichinau Fir/acc/com,2,1463
Moscow,Kichinau Fir/acc/com,2,1093
St. Croix Island,Vieques Island,2,39
Khartoum,N'djamena,2,1970
Yangon,Gaya,2,1395
Yangon,Guangzhou,2,1921
Gaya,Yangon,2,1395
Guangzhou,Yangon,2,1921
Toulouse,Marrakech,2,1551
Toulouse,Casablanca,2,1392
Marrakech,Toulouse,2,1551
Marrakech,Marseille,2,1713
Marrakech,Bordeaux,2,1600
Marseille,Marrakech,2,1713
Lyon,Agadir,2,2130
Casablanca,Toulouse,2,1392
Casablanca,Bordeaux,2,1431
Casablanca,Bologna,2,2039
Bordeaux,Marrakech,2,1600
Bordeaux,Casablanca,2,1431
Bologna,Casablanca,2,2039
Agadir,Nantes,2,1967
Agadir,Lyon,2,2130
Sao Tome,Lisbon,2,4588
Lisbon,Sao Tome,2,4588
Seoul,Chiang Mai,2,3334
Chiang Mai,Seoul,2,3334
Vilankulu,Johannesburg,2,862
Johannesburg,Vilankulu,2,862
Volgograd,Yerevan,2,1007
Stavropol,Yerevan,2,584
Yerevan,Volgograd,2,1007
Yerevan,Stavropol,2,584
Novosibirsk,Dushanbe,2,2063
Khudzhand,Moscow,2,2865
Samara,Khudzhand,2,2111
Samara,Dushanbe,2,2201
Tehran,Dushanbe,2,1686
Dushanbe,Urumqi,2,1646
Dushanbe,Novosibirsk,2,2063
Dushanbe,Samara,2,2201
Dushanbe,Tehran,2,1686
Moscow,Khudzhand,2,2865
ValenciaV,Willemstad,2,256
Philipsburg,Santo Domingo,2,735
San Juan,Philipsburg,2,306
Santo Domingo,Philipsburg,2,735
Willemstad,ValenciaV,2,256
Willemstad,Miami,2,1929
Yangon,Chiang Mai,2,407
Chiang Mai,Yangon,2,407
Djibouti,Dubai,2,1983
Dubai,Berbera,2,1953
Santa Cruz,Miami,2,5207
Santa Cruz,Sao Paulo,2,1825
Santa Cruz,Asuncion,2,986
Sao Paulo,Santa Cruz,2,1825
Asuncion,Santa Cruz,2,986
Singapore,Angeles City,2,2348
Shanghai,Manila,2,1827
Manila,Shanghai,2,1827
Manila,Osaka,2,2637
Manila,Guangzhou,2,1258
Manila,Brunei,2,1192
Macau,Angeles City,2,1062
Osaka,Manila,2,2637
Hong Kong,Angeles City,2,1046
Angeles City,Singapore,2,2348
Angeles City,Macau,2,1062
Angeles City,Hong Kong,2,1046
Angeles City,Bangkok,2,2120
Guangzhou,Manila,2,1258
Brunei,Manila,2,1192
Bangkok,Angeles City,2,2120
Moscow,Hannover,2,1858
Vienna,Hannover,2,700
Tel-aviv,Cologne,2,3150
Stuttgart,Beograd,2,939
Hannover,Moscow,2,1858
Hannover,Vienna,2,700
Cologne,Tel-aviv,2,3150
Beograd,Stuttgart,2,939
Zurich,Skopje,2,1175
Zurich,Pristina,2,1087
Zurich,Hurghada,2,3166
Sharm El Sheikh,Zurich,2,3069
Skopje,Zurich,2,1175
Pristina,Zurich,2,1087
Pristina,Geneva,2,1234
Hurghada,Zurich,2,3166
Geneva,Pristina,2,1234
New York,Buenos Aires,2,8571
Buenos Aires,New York,2,8571
Buenos Aires,Dallas-fort Worth,2,8562
Dallas-fort Worth,Buenos Aires,2,8562
Orenburg,Khudzhand,2,1723
Orenburg,Dushanbe,2,1823
Novosibirsk,Khudzhand,2,1889
Khudzhand,Orenburg,2,1723
Khudzhand,Novosibirsk,2,1889
Istanbul,Dushanbe,2,3378
Dushanbe,Orenburg,2,1823
Dushanbe,Istanbul,2,3378
Dushanbe,Moscow,2,2941
Moscow,Dushanbe,2,2941
Kathmandu,Dhaka,2,655
Jeddah,Dhaka,2,5226
Dhaka,Jeddah,2,5226
Moscow,Nukus,2,2102
Nukus,Moscow,2,2102
Taipei,Kunming,2,1822
Kunming,Taipei,2,1822
Phuket,Chengdu,2,2609
Chengdu,Phuket,2,2609
Santo Domingo,Pointe-a-pitre,2,908
Santo Domingo,Port-au-prince,2,251
Gustavia,Pointe-a-pitre,2,279
Pointe-a-pitre,Gustavia,2,279
Port-au-prince,Santo Domingo,2,251
Kralendijk,Oranjestad,2,184
Oranjestad,Kralendijk,2,184
Tanger,Brussels,2,1898
Tanger,Amsterdam,2,2011
Brussels,Tanger,2,1898
Amsterdam,Tanger,2,2011
Singapore,Auckland,2,8396
Auckland,Singapore,2,8396
Vienna,Ostrava,2,237
Prague,Poznan,2,347
Poznan,Prague,2,347
Ostrava,Vienna,2,237
Shanghai,Kalibo,2,2124
Kalibo,Shanghai,2,2124
Timisoara,Kichinau Fir/acc/com,2,620
Kichinau Fir/acc/com,Timisoara,2,620
Zurich,Bristol,2,927
Zurich,Bari,2,982
Bristol,Zurich,2,927
Bari,Zurich,2,982
Ouagadougou,Lome,2,758
Lome,Ouagadougou,2,758
London,Sion,1,820
Sion,London,1,820
Setif,Mulhouse,1,1313
Oran,Mulhouse,1,1490
Mulhouse,Setif,1,1313
Mulhouse,Oran,1,1490
Mulhouse,Algier,1,1259
Hassi-messaoud,Paris,1,1899
Paris,Hassi-messaoud,1,1899
Algier,Mulhouse,1,1259
Wuxi,Tokyo,1,1897
Wuxi,Macau,1,1255
Tokyo,Wuxi,1,1897
Tokyo,Fuzhou,1,2221
Macau,Wuxi,1,1255
Fuzhou,Tokyo,1,2221
Manchester,Larnaca,1,3426
Manchester,Gibraltar,1,1942
Manchester,BarcelonaS,1,1376
Menorca,London,1,1308
London,Menorca,1,1308
Larnaca,Manchester,1,3426
Larnaca,Birmingham,1,3380
Gibraltar,Manchester,1,1942
Birmingham,Larnaca,1,3380
BarcelonaS,Manchester,1,1376
Chittagong,Calcutta,1,377
Calcutta,Chittagong,1,377
Shanghai,Cebu,1,2316
Busan,Kalibo,1,2669
Muan,Cebu,1,2802
Kalibo,Busan,1,2669
Kalibo,Seoul,1,2881
Kalibo,Chengdu,1,2796
Seoul,Kalibo,1,2881
Seoul,Bacolod,1,2987
Chengdu,Kalibo,1,2796
Chongju,Cebu,1,2984
Cebu,Shanghai,1,2316
Cebu,Muan,1,2802
Cebu,Chongju,1,2984
Bacolod,Seoul,1,2987
Voronezh,Prague,1,1744
Voronezh,Munich,1,1948
Voronezh,Yerevan,1,1405
Prague,Voronezh,1,1744
Munich,Voronezh,1,1948
Yerevan,Voronezh,1,1405
Zurich,Podgorica,1,1003
Podgorica,Zurich,1,1003
Podgorica,Nis,1,266
Podgorica,Frankfurt,1,1154
Podgorica,Rome,1,574
Podgorica,Moscow,1,1998
Podgorica,Copenhagen,1,1560
Podgorica,Paris,1,1460
Nis,Podgorica,1,266
Frankfurt,Podgorica,1,1154
Rome,Podgorica,1,574
Moscow,Podgorica,1,1998
Copenhagen,Podgorica,1,1560
Paris,Podgorica,1,1460
Kazan,Bishkek,1,2301
Bishkek,Kazan,1,2301
St. Thomas,Roadtown/beef Island,1,78
Roadtown/beef Island,St. Thomas,1,78
Tyumen,Ganja,1,2242
Tyumen,Yerevan,1,2417
Ganja,Tyumen,1,2242
Yerevan,Tyumen,1,2417
Kish Island,Dubai,1,188
Dubai,Kish Island,1,188
Zacatecas,Los Angeles,1,1944
San Diego,Mexico City,1,2345
San Diego,Guadalajara,1,1933
Oakland,Mexico City,1,3038
Oakland,Guadalajara,1,2642
Morelia,Chicago,1,2733
Morelia,Los Angeles,1,2338
Mexico City,San Diego,1,2345
Mexico City,Oakland,1,3038
Chicago,Morelia,1,2733
Los Angeles,Zacatecas,1,1944
Los Angeles,Morelia,1,2338
Los Angeles,Aguascalientes,1,2091
Guadalajara,San Diego,1,1933
Guadalajara,Oakland,1,2642
Aguascalientes,Los Angeles,1,2091
Riyadh,Hatay,1,1589
Riyadh,Sohag,1,1493
Riyadh,Asyut,1,1616
Riyadh,Aleppo,1,1510
Jeddah,Hatay,1,1631
Jeddah,Sohag,1,865
Jeddah,Asyut,1,997
Hatay,Riyadh,1,1589
Hatay,Jeddah,1,1631
Sohag,Riyadh,1,1493
Sohag,Jeddah,1,865
Asyut,Riyadh,1,1616
Asyut,Jeddah,1,997
Aleppo,Riyadh,1,1510
Philipsburg,Dominica,1,299
Roadtown/beef Island,Dominica,1,479
Mukalla,Bosaso,1,407
Mukalla,Berbera,1,662
Nairobi,Mogadishu,1,941
Nairobi,Galcaio,1,1451
Mogadishu,Wajir,1,595
Galcaio,Wajir,1,1014
Berbera,Aden,1,309
Aden,Mogadishu,1,1263
Aden,Berbera,1,309
Port Hedland,Denpasar,1,1328
Denpasar,Port Hedland,1,1328
Zurich,Antalya,1,2148
Zurich,Izmir,1,1804
Vienna,Izmir,1,1360
Berlin,Izmir,1,1922
Istanbul,Dortmund,1,1972
Hamburg,Izmir,1,2139
Hannover,Izmir,1,2061
Frankfurt,Izmir,1,1936
Dortmund,Istanbul,1,1972
Dortmund,Izmir,1,2105
Cologne,Izmir,1,2121
Basel-Mulhouse-Freiburg,Antalya,1,2228
Basel-Mulhouse-Freiburg,Izmir,1,1883
Antalya,Zurich,1,2148
Antalya,Basel-Mulhouse-Freiburg,1,2228
Amsterdam,Izmir,1,2300
Izmir,Zurich,1,1804
Izmir,Vienna,1,1360
Izmir,Berlin,1,1922
Izmir,Hamburg,1,2139
Izmir,Hannover,1,2061
Izmir,Frankfurt,1,1936
Izmir,Dortmund,1,2105
Izmir,Cologne,1,2121
Izmir,Basel-Mulhouse-Freiburg,1,1883
Izmir,Amsterdam,1,2300
Vladivostok,Busan,1,958
Vladivostok,Tokyo,1,1088
Vladivostok,Harbin,1,529
Vladivostok,Denpasar,1,6056
Yuzhno-sakhalinsk,Tokyo,1,1263
Busan,Vladivostok,1,958
Tokyo,Vladivostok,1,1088
Tokyo,Yuzhno-sakhalinsk,1,1263
Nhatrang,Krasnoyarsk,1,5086
Nhatrang,Khabarovsk,1,4710
Krasnoyarsk,Nhatrang,1,5086
Khabarovsk,Nhatrang,1,4710
Khabarovsk,Harbin,1,739
Khabarovsk,Denpasar,1,6682
Harbin,Vladivostok,1,529
Harbin,Khabarovsk,1,739
Denpasar,Vladivostok,1,6056
Denpasar,Khabarovsk,1,6682
Zweibruecken,Tenerife,1,3121
Zweibruecken,Gran Canaria,1,3006
Zweibruecken,Fuerteventura,1,2923
Tenerife,Zweibruecken,1,3121
Amilcar Cabral,Gran Canaria,1,1497
Amilcar Cabral,Hamburg,1,5003
Gran Canaria,Zweibruecken,1,3006
Gran Canaria,Amilcar Cabral,1,1497
Gran Canaria,Boa Vista,1,1588
Gran Canaria,Agadir,1,600
Hamburg,Boa Vista,1,5098
Hannover,Funchal,1,3047
Fuerteventura,Zweibruecken,1,2923
Frankfurt,Luxor,1,3372
Funchal,Hannover,1,3047
Funchal,Cologne,1,2800
Cologne,Funchal,1,2800
Boa Vista,Gran Canaria,1,1588
Agadir,Gran Canaria,1,600
Zurich,Muscat,1,5073
Salalah,Dubai,1,941
Milano,Muscat,1,5009
Munich,Muscat,1,4854
Male,Muscat,1,2740
Muscat,Zurich,1,5073
Muscat,Zanzibar,1,3897
Muscat,Milano,1,5009
Muscat,Munich,1,4854
Muscat,Male,1,2740
Muscat,Lucknow,1,2331
Muscat,Kathmandu,1,2742
Muscat,Jeddah,1,1975
Muscat,Jaipur,1,1829
Muscat,Frankfurt,1,5137
Muscat,Dammam,1,875
Muscat,Dar Es Salaam,1,4003
Muscat,Paris,1,5534
Muscat,Calicut,1,2382
Muscat,Bangalore,1,2364
Muscat,Bangkok,1,4607
Muscat,Beirut,1,2476
Lucknow,Muscat,1,2331
Kathmandu,Muscat,1,2742
Jaipur,Muscat,1,1829
Frankfurt,Muscat,1,5137
Dubai,Salalah,1,941
Dammam,Muscat,1,875
Dar Es Salaam,Muscat,1,4003
Paris,Muscat,1,5534
Calicut,Muscat,1,2382
Bangalore,Muscat,1,2364
Bangkok,Muscat,1,4607
Beirut,Muscat,1,2476
Toulouse,East Midlands,1,1053
Prague,Birmingham,1,1143
Connaught,Birmingham,1,508
Jersey,East Midlands,1,452
Geneva,East Midlands,1,926
East Midlands,Toulouse,1,1053
East Midlands,Jersey,1,452
East Midlands,Geneva,1,926
East Midlands,Chambery,1,969
East Midlands,Cologne,1,591
East Midlands,Paris,1,552
East Midlands,Amsterdam,1,423
Chambery,East Midlands,1,969
Cologne,East Midlands,1,591
Paris,East Midlands,1,552
Birmingham,Prague,1,1143
Birmingham,Connaught,1,508
Amsterdam,East Midlands,1,423
ValenciaS,Kiev,1,2724
Treviso,Kiev,1,1497
Luebeck,Kiev,1,1431
Katowice,Kiev,1,869
Kiev,ValenciaS,1,2724
Kiev,Treviso,1,1497
Kiev,Luebeck,1,1431
Kiev,Katowice,1,869
Kiev,Gerona,1,2320
Kiev,Memmingen,1,1529
Kiev,Dortmund,1,1633
Kiev,Cologne,1,1691
Gerona,Kiev,1,2320
Memmingen,Kiev,1,1529
Dortmund,Kiev,1,1633
Cologne,Kiev,1,1691
Toronto,Palm Springs,1,3316
Toronto,Freeport,1,1913
Victoria,Puerto Vallarta,1,3503
Victoria,Phoenix,1,1961
Victoria,Las Vegas,1,1594
Victoria,Honolulu,1,4333
Victoria,Cancun,1,4463
Calgary,Palm Springs,1,1882
Calgary,Nassau,1,4226
Calgary,Mazatlan,1,3172
Calgary,Orlando,1,3678
Abbotsford,Puerto Vallarta,1,3456
Prince George,Puerto Vallarta,1,3996
Saskatoon,Phoenix,1,2100
Saskatoon,Montego Bay,1,4472
Saskatoon,Las Vegas,1,1905
Winnipeg,Palm Springs,1,2386
Winnipeg,Phoenix,1,2213
Winnipeg,Mazatlan,1,3129
Winnipeg,Las Vegas,1,2143
Vancouver,Santa Ana,1,1736
Vancouver,Palm Springs,1,1743
Vancouver,Mazatlan,1,3250
Vancouver,Lihue,1,4339
Thunder Bay,Montego Bay,1,3456
Regina,San Jose Del Cabo,1,3085
Regina,Phoenix,1,1971
Regina,Montego Bay,1,4248
Regina,Las Vegas,1,1813
Comox,Puerto Vallarta,1,3677
Moncton,Cancun,1,3450
Ottawa,Tampa,1,1972
Ottawa,Las Vegas,1,3416
Kelowna,San Jose Del Cabo,1,3147
Kelowna,Puerto Vallarta,1,3503
Kelowna,Phoenix,1,1975
Kelowna,Las Vegas,1,1645
Kelowna,Cancun,1,4316
Halifax,Cancun,1,3463
HamiltonC,Punta Cana,1,2929
HamiltonC,Orlando,1,1622
HamiltonC,Cancun,1,2553
Edmonton,Palm Springs,1,2139
Edmonton,Kahului,1,5059
Edmonton,Mazatlan,1,3422
Edmonton,Orlando,1,3811
Edmonton,Montego Bay,1,4904
Edmonton,Las Vegas,1,1935
Tampa,Ottawa,1,1972
Santa Ana,Vancouver,1,1736
San Jose Del Cabo,Regina,1,3085
San Jose Del Cabo,Kelowna,1,3147
Puerto Vallarta,Victoria,1,3503
Puerto Vallarta,Abbotsford,1,3456
Puerto Vallarta,Prince George,1,3996
Puerto Vallarta,Comox,1,3677
Puerto Vallarta,Kelowna,1,3503
Punta Cana,HamiltonC,1,2929
Palm Springs,Toronto,1,3316
Palm Springs,Calgary,1,1882
Palm Springs,Winnipeg,1,2386
Palm Springs,Vancouver,1,1743
Palm Springs,Edmonton,1,2139
Phoenix,Victoria,1,1961
Phoenix,Saskatoon,1,2100
Phoenix,Winnipeg,1,2213
Phoenix,Regina,1,1971
Phoenix,Kelowna,1,1975
Kahului,Edmonton,1,5059
Nassau,Calgary,1,4226
Mazatlan,Calgary,1,3172
Mazatlan,Winnipeg,1,3129
Mazatlan,Vancouver,1,3250
Mazatlan,Edmonton,1,3422
Orlando,Calgary,1,3678
Orlando,HamiltonC,1,1622
Orlando,Edmonton,1,3811
Montego Bay,Saskatoon,1,4472
Montego Bay,Thunder Bay,1,3456
Montego Bay,Regina,1,4248
Montego Bay,Edmonton,1,4904
Lihue,Vancouver,1,4339
Las Vegas,Victoria,1,1594
Las Vegas,Saskatoon,1,1905
Las Vegas,Winnipeg,1,2143
Las Vegas,Regina,1,1813
Las Vegas,Ottawa,1,3416
Las Vegas,Kelowna,1,1645
Las Vegas,Edmonton,1,1935
Honolulu,Victoria,1,4333
Freeport,Toronto,1,1913
Cancun,Victoria,1,4463
Cancun,Moncton,1,3450
Cancun,Kelowna,1,4316
Cancun,Halifax,1,3463
Cancun,HamiltonC,1,2553
Charlestown,Philipsburg,1,83
Mombasa,Kigali,1,1095
Mombasa,Dubai,1,3619
Lagos,Kigali,1,3123
Kigali,Mombasa,1,1095
Kigali,Lagos,1,3123
Kigali,Kilimanjaro,1,775
Kigali,Johannesburg,1,2633
Kigali,Dubai,1,4089
Kigali,Dar Es Salaam,1,1144
Kigali,Brazzaville,1,1656
Kigali,Brussels,1,6409
Kilimanjaro,Kigali,1,775
Johannesburg,Kigali,1,2633
Dubai,Mombasa,1,3619
Dubai,Kigali,1,4089
Dar Es Salaam,Kigali,1,1144
Brazzaville,Kigali,1,1656
Zaragoza,Cluj-napoca,1,2014
Zaragoza,Bucharest,1,2155
Wroclaw,Sandefjord,1,1008
Wroclaw,Cork,1,1758
Wroclaw,Eindhoven,1,822
Wroclaw,Dortmund,1,658
Wroclaw,"Doncaster,Sheffield",1,1237
Wroclaw,Beauvais,1,1091
Warsaw,Sandefjord,1,1046
Warsaw,Prestwick,1,1726
Warsaw,Cork,1,2007
Warsaw,Malmoe,1,657
Warsaw,Liverpool,1,1631
Warsaw,Gothenborg,1,868
Warsaw,Forli,1,1127
Warsaw,Eindhoven,1,1093
Warsaw,"Doncaster,Sheffield",1,1471
Warsaw,Charleroi,1,1175
Warsaw,Beauvais,1,1382
Warsaw,Bergamo,1,1074
Vilnius,Cork,1,2209
Vilnius,Eindhoven,1,1361
Vilnius,Dortmund,1,1205
Vilnius,"Doncaster,Sheffield",1,1666
ValenciaS,Timisoara,1,1898
ValenciaS,Sofia,1,2010
ValenciaS,Cluj-napoca,1,2115
ValenciaS,Bucharest,1,2224
Timisoara,ValenciaS,1,1898
Timisoara,Treviso,1,711
Timisoara,Madrid,1,2083
Timisoara,London,1,1682
Timisoara,Forli,1,771
Timisoara,Dortmund,1,1158
Timisoara,Beauvais,1,1484
Timisoara,BarcelonaS,1,1642
Treviso,Timisoara,1,711
Treviso,Sofia,1,954
Treviso,Skopje,1,862
Treviso,Prague,1,480
Treviso,Cluj-napoca,1,910
Treviso,Bucharest,1,1084
Sandefjord,Wroclaw,1,1008
Sandefjord,Warsaw,1,1046
Sandefjord,Riga,1,847
Sandefjord,Poznan,1,851
Sandefjord,Katowice,1,1095
Sandefjord,Gdansk,1,724
Turku,Gdansk,1,725
Tirgu Mures,Madrid,1,2326
Tirgu Mures,London,1,1872
Tirgu Mures,Rome,1,1088
Tirgu Mures,Dortmund,1,1329
Tirgu Mures,Beauvais,1,1691
Tirgu Mures,Bergamo,1,1112
Tirgu Mures,BarcelonaS,1,1885
Stavanger,Gdansk,1,935
Sofia,ValenciaS,1,2010
Sofia,Treviso,1,954
Sofia,Hahn,1,1479
Sofia,Forli,1,936
Sofia,Eindhoven,1,1652
Sofia,Dortmund,1,1517
Sofia,Charleroi,1,1659
Sofia,Beauvais,1,1793
Sofia,Bergamo,1,1116
Sofia,BarcelonaS,1,1775
Skopje,Treviso,1,862
Skopje,London,1,1948
Riga,Sandefjord,1,847
Riga,Eindhoven,1,1374
Pisa,Cluj-napoca,1,1103
Pisa,Bucharest,1,1231
Prague,Treviso,1,480
Prague,Naples,1,966
Prague,Eindhoven,1,641
Prague,Bari,1,1017
Prague,Bergamo,1,549
Poznan,Sandefjord,1,851
Poznan,Cork,1,1717
Poznan,Stockholm,1,824
Poznan,Dortmund,1,642
Poznan,"Doncaster,Sheffield",1,1181
Poznan,Beauvais,1,1104
Prestwick,Warsaw,1,1726
Prestwick,Gdansk,1,1463
Cork,Wroclaw,1,1758
Cork,Warsaw,1,2007
Cork,Vilnius,1,2209
Cork,Poznan,1,1717
Cork,Katowice,1,1881
Cork,Gdansk,1,1786
Stockholm,Poznan,1,824
Stockholm,Katowice,1,1034
Weeze,Budapest,1,1055
Naples,Prague,1,966
Naples,Budapest,1,797
Naples,Bucharest,1,1021
Malmoe,Warsaw,1,657
Malmoe,Katowice,1,673
Malmoe,Gdansk,1,355
Malmoe,Budapest,1,989
Malmoe,Beograd,1,1265
Madrid,Timisoara,1,2083
Madrid,Tirgu Mures,1,2326
Madrid,Katowice,1,2048
Madrid,Cluj-napoca,1,2292
London,Timisoara,1,1682
London,Tirgu Mures,1,1872
London,Skopje,1,1948
London,Cluj-napoca,1,1809
London,Bourgas,1,2305
Liverpool,Warsaw,1,1631
Liverpool,Katowice,1,1517
Liverpool,Gdansk,1,1403
Lodz,Dortmund,1,796
Luebeck,Gdansk,1,490
Katowice,Sandefjord,1,1095
Katowice,Cork,1,1881
Katowice,Stockholm,1,1034
Katowice,Malmoe,1,673
Katowice,Madrid,1,2048
Katowice,Liverpool,1,1517
Katowice,Hahn,1,823
Katowice,Forli,1,890
Katowice,Eindhoven,1,944
Katowice,Dortmund,1,780
Katowice,"Doncaster,Sheffield",1,1361
Katowice,Rome,1,1069
Katowice,Cologne,1,832
Katowice,Beauvais,1,1207
Katowice,Bergamo,1,839
Katowice,BarcelonaS,1,1661
Hahn,Sofia,1,1479
Hahn,Katowice,1,823
Hahn,Budapest,1,926
Gothenborg,Warsaw,1,868
Gothenborg,Gdansk,1,547
Gdansk,Sandefjord,1,724
Gdansk,Turku,1,725
Gdansk,Stavanger,1,935
Gdansk,Prestwick,1,1463
Gdansk,Cork,1,1786
Gdansk,Malmoe,1,355
Gdansk,Liverpool,1,1403
Gdansk,Luebeck,1,490
Gdansk,Gothenborg,1,547
Gdansk,Rome,1,1443
Gdansk,Dortmund,1,777
Gdansk,"Doncaster,Sheffield",1,1242
Gdansk,Cologne,1,847
Gdansk,Beauvais,1,1249
Gdansk,Bergamo,1,1123
Gdansk,Bergen,1,1028
Gdansk,BarcelonaS,1,1904
Forli,Warsaw,1,1127
Forli,Timisoara,1,771
Forli,Sofia,1,936
Forli,Katowice,1,890
Forli,Cluj-napoca,1,988
Forli,Budapest,1,679
Forli,Bucharest,1,1112
Memmingen,Beograd,1,848
Rome,Tirgu Mures,1,1088
Rome,Gdansk,1,1443
Rome,Cluj-napoca,1,1075
Rome,Turany,1,851
Eindhoven,Wroclaw,1,822
Eindhoven,Warsaw,1,1093
Eindhoven,Vilnius,1,1361
Eindhoven,Sofia,1,1652
Eindhoven,Riga,1,1374
Eindhoven,Prague,1,641
Eindhoven,Katowice,1,944
Eindhoven,Budapest,1,1085
Eindhoven,Turany,1,860
Eindhoven,Beograd,1,1302
Eindhoven,Bucharest,1,1688
Dortmund,Wroclaw,1,658
Dortmund,Vilnius,1,1205
Dortmund,Timisoara,1,1158
Dortmund,Tirgu Mures,1,1329
Dortmund,Sofia,1,1517
Dortmund,Poznan,1,642
Dortmund,Lodz,1,796
Dortmund,Katowice,1,780
Dortmund,Gdansk,1,777
Dortmund,Cluj-napoca,1,1264
Dortmund,Beograd,1,1166
Dortmund,Bucharest,1,1538
"Doncaster,Sheffield",Wroclaw,1,1237
"Doncaster,Sheffield",Warsaw,1,1471
"Doncaster,Sheffield",Vilnius,1,1666
"Doncaster,Sheffield",Poznan,1,1181
"Doncaster,Sheffield",Katowice,1,1361
"Doncaster,Sheffield",Gdansk,1,1242
Levaldigi,Bucharest,1,1424
Catania,Bucharest,1,1218
Charleroi,Warsaw,1,1175
Charleroi,Sofia,1,1659
Charleroi,Budapest,1,1114
Charleroi,Beograd,1,1312
Charleroi,Bucharest,1,1715
Cluj-napoca,Zaragoza,1,2014
Cluj-napoca,ValenciaS,1,2115
Cluj-napoca,Treviso,1,910
Cluj-napoca,Pisa,1,1103
Cluj-napoca,Madrid,1,2292
Cluj-napoca,London,1,1809
Cluj-napoca,Forli,1,988
Cluj-napoca,Rome,1,1075
Cluj-napoca,Dortmund,1,1264
Cluj-napoca,Beauvais,1,1633
Cluj-napoca,Bergamo,1,1071
Cluj-napoca,BarcelonaS,1,1856
Rome,Katowice,1,1069
Cologne,Katowice,1,832
Cologne,Gdansk,1,847
Beauvais,Wroclaw,1,1091
Beauvais,Warsaw,1,1382
Beauvais,Timisoara,1,1484
Beauvais,Tirgu Mures,1,1691
Beauvais,Sofia,1,1793
Beauvais,Poznan,1,1104
Beauvais,Katowice,1,1207
Beauvais,Gdansk,1,1249
Beauvais,Cluj-napoca,1,1633
Beauvais,Bucharest,1,1874
Budapest,Weeze,1,1055
Budapest,Naples,1,797
Budapest,Malmoe,1,989
Budapest,Hahn,1,926
Budapest,Forli,1,679
Budapest,Eindhoven,1,1085
Budapest,Charleroi,1,1114
Budapest,Bari,1,742
Budapest,Bergamo,1,724
Budapest,BarcelonaS,1,1529
Turany,Rome,1,851
Turany,Eindhoven,1,860
Bari,Prague,1,1017
Bari,Budapest,1,742
Bari,Bucharest,1,832
Bourgas,London,1,2305
Bergamo,Warsaw,1,1074
Bergamo,Tirgu Mures,1,1112
Bergamo,Sofia,1,1116
Bergamo,Prague,1,549
Bergamo,Katowice,1,839
Bergamo,Gdansk,1,1123
Bergamo,Cluj-napoca,1,1071
Bergamo,Budapest,1,724
Bergamo,Bucharest,1,1250
Bergen,Gdansk,1,1028
Beograd,Malmoe,1,1265
Beograd,Memmingen,1,848
Beograd,Eindhoven,1,1302
Beograd,Dortmund,1,1166
Beograd,Charleroi,1,1312
BarcelonaS,Timisoara,1,1642
BarcelonaS,Tirgu Mures,1,1885
BarcelonaS,Sofia,1,1775
BarcelonaS,Katowice,1,1661
BarcelonaS,Gdansk,1,1904
BarcelonaS,Cluj-napoca,1,1856
BarcelonaS,Budapest,1,1529
Bucharest,Zaragoza,1,2155
Bucharest,ValenciaS,1,2224
Bucharest,Treviso,1,1084
Bucharest,Pisa,1,1231
Bucharest,Naples,1,1021
Bucharest,Forli,1,1112
Bucharest,Eindhoven,1,1688
Bucharest,Dortmund,1,1538
Bucharest,Levaldigi,1,1424
